Buyer_ID,Industry,Date,Country,Avg_Order_Tons,Intent_Score,Good_Payment_History,Engagement_Spike,War_Event,Natural_Calamity,StockMarket_Shock,Currency_Fluctuation,Tariff_News
BUY_0253,Auto Parts,2024-03-01,"Kelowna, Canada",1205,0.42633761312043006,0,0,3,3,0.4052789280133682,-0.17606443392196625,0.5638921128292661
BUY_0976,Textiles,2024-02-01,"Kelowna, Canada",1605,0.600369874423128,1,0,0,1,-0.9971485434249348,0.23236790014731556,0.6129858620636884
BUY_0673,Auto Parts,2024-07-01,"Erfurt, Germany",3777,0.6686272352767554,1,0,1,3,0.6197528300771387,-0.35897521139966426,0.7010671831098774
BUY_0522,Chemicals,2022-08-01,"Erfurt, Germany",1645,0.5125497227451006,1,0,3,3,0.3752102019875865,0.47270997356138633,0.3179760494466215
BUY_0554,Pharma,2025-11-01,"Savannah, USA",3808,0.5421714443334582,0,1,2,2,0.6443658116334678,0.4576564743886975,0.2692603164709776
BUY_0595,Auto Parts,2022-11-01,"Kanazawa, Japan",3001,0.691896141388156,1,0,3,0,-0.8809117239950075,0.4116830043297359,0.9612347038921889
BUY_0206,Pharma,2023-12-01,"Geelong, Australia",2491,0.36675767648487756,1,0,0,0,0.7478144775703339,-0.17538275768852263,0.9271837688793476
BUY_0274,Textiles,2022-03-01,"Natal, Brazil",1808,0.6413811009562723,1,0,0,3,0.6688999146955261,-0.15150465175399708,0.48851363999575304
BUY_0270,Chemicals,2025-02-01,"Joinville, Brazil",797,0.5678784191865803,1,0,3,2,-0.18550716547585888,-0.1043825342067316,0.4557062844202975
BUY_0675,Electronics,2024-02-01,"Kassel, Germany",357,0.6022545055366195,1,0,1,2,-0.21887579514593658,0.08776846260608961,0.6622475475214803
BUY_0791,Steel,2025-07-01,"Ras Al Khaimah, UAE",291,0.6525752245233156,0,1,2,2,-0.12071535895030694,-0.16598532924234577,0.4321672551739859
BUY_0504,Chemicals,2023-11-01,"Inverness, UK",3896,0.49315660712905807,1,0,1,0,0.7488887764123191,-0.2862788471779826,0.5141881809210113
BUY_0330,Chemicals,2024-09-01,"Swansea, UK",1992,0.5957747594771492,1,0,0,0,-0.4294726761169343,0.28262078907700927,0.06301539069281048
BUY_0089,Steel,2023-01-01,"Savannah, USA",2383,0.8645428811626186,1,0,3,3,0.0017399067643311117,0.28489139466385016,0.09887115505365096
BUY_0585,Electronics,2024-09-01,"Nantes, France",2881,0.6757126032856996,0,1,3,0,0.5439781405093818,-0.1509812874575569,0.26357448820138385
BUY_0291,Electronics,2023-08-01,"Toowoomba, Australia",1200,0.48081812878929503,1,1,0,0,-0.496183469265157,0.011442833917623019,0.7094027697193312
BUY_0644,Pharma,2023-02-01,"Dijon, France",2769,0.47502083961961894,0,0,1,2,0.044096832342517045,0.4328120149702568,0.5785117924094454
BUY_0299,Steel,2023-05-01,"Jurong, Singapore",3881,0.6255168002481444,1,0,1,3,-0.24261867333399545,0.14332431367578824,0.9903841776982191
BUY_0672,Chemicals,2025-08-01,"Nancy, France",2693,0.6774835567199753,1,0,3,1,-0.23625649553099914,-0.3947815258581757,0.465239315179936
BUY_0492,Chemicals,2023-06-01,"Woodlands, Singapore",775,0.6369422719458747,1,0,1,1,0.7018126443019994,0.1875449055283308,0.5515306529322829
BUY_0676,Textiles,2025-08-01,"Nantes, France",3881,0.6930125522417935,1,0,0,2,-0.780804259329746,0.009769673499049003,0.5471151083286355
BUY_0316,Textiles,2023-07-01,"Bedok, Singapore",444,0.4211454662597466,1,1,3,1,0.6400556445308501,0.43048081957986695,0.5070029904961719
BUY_0767,Steel,2023-09-01,"Darwin, Australia",2613,0.323345750666897,0,0,2,0,0.8605086399701121,-0.2770225252123186,0.4319334233634766
BUY_0308,Pharma,2023-04-01,"Kalba, UAE",3261,0.49526695181676306,1,0,3,0,-0.6044647447649631,0.49914956677865885,0.712394301952988
BUY_0719,Steel,2024-06-01,"Cairns, Australia",3507,0.5392048408794985,1,0,0,3,0.9814501104952102,0.40446375855232874,0.9117745470241428
BUY_0547,Auto Parts,2022-01-01,"Kalba, UAE",506,0.5364684999913829,1,0,2,1,0.5114282672021695,0.1645794280090398,0.018555539069860405
BUY_0311,Steel,2023-01-01,"Halifax, Canada",1929,0.44527881841338834,1,0,1,2,0.6261739282276393,-0.07674085723417079,0.5683611824357746
BUY_0571,Auto Parts,2024-12-01,"Toowoomba, Australia",727,0.4343462431440578,1,0,3,1,-0.9372007403745177,-0.04671535366234181,0.7869596829641969
BUY_0822,Chemicals,2023-11-01,"Tampines, Singapore",3096,0.45803712790728723,1,0,0,0,-0.3755363207585296,-0.09081062528020123,0.06569042934064673
BUY_0178,Textiles,2023-11-01,"Grenoble, France",2325,0.5588133000370556,1,0,2,3,-0.9029330985406621,0.258555228466791,0.5620781375656487
BUY_0202,Textiles,2022-06-01,"Kingston, Canada",3287,0.6955577759413137,1,0,0,1,0.02996480739161167,0.0239116767043972,0.661476768856287
BUY_0229,Auto Parts,2023-05-01,"Kanazawa, Japan",752,0.7212616765399046,1,1,3,2,0.32077288054268793,-0.06327744184433337,0.15883769538201564
BUY_0749,Steel,2022-04-01,"Takayama, Japan",3466,0.5683062963310116,1,0,1,0,0.99634947578493,0.4021173086422778,0.5198353671551348
BUY_0687,Electronics,2025-08-01,"Davenport, USA",1049,0.4518630007252047,1,0,1,2,0.05126382919900796,-0.40867235563466764,0.8096523320704518
BUY_0111,Electronics,2023-03-01,"Punggol, Singapore",1268,0.7453425978378255,1,0,0,3,-0.8350838440320922,-0.3207901504389743,0.021851377207778744
BUY_0038,Pharma,2025-12-01,"Ulm, Germany",1478,0.33394213131161354,1,0,1,2,0.6895807205791233,-0.06960738198392458,0.06577670341114461
BUY_0252,Chemicals,2022-12-01,"Salem, USA",1604,0.7774070147811605,0,0,3,2,0.09261914275859806,-0.31805859825156635,0.42323944149018644
BUY_0961,Auto Parts,2025-09-01,"Swansea, UK",520,0.7697186694518033,0,1,1,3,-0.5309382560294515,0.30423378903222664,0.30712069487206084
BUY_0472,Textiles,2025-04-01,"Kalba, UAE",2311,0.7351904654342422,1,1,0,2,0.8031712524197256,0.0924746475636149,0.05365216400969075
BUY_1000,Textiles,2023-06-01,"Natal, Brazil",3721,0.518841689110788,1,0,2,2,-0.9663333602788771,0.2949509328246771,0.32283777773130984
BUY_0151,Auto Parts,2022-06-01,"Ulm, Germany",2116,0.7240333829725063,1,0,1,2,-0.8269814621205049,0.04693485244821083,0.9412216350952906
BUY_0051,Electronics,2024-03-01,"Kalba, UAE",3870,0.4519572732411351,0,0,2,0,0.5058971993262213,-0.0975448217210304,0.9199013664369213
BUY_0471,Electronics,2022-11-01,"Swansea, UK",2342,0.67635692080111,1,0,2,2,0.1310637538481152,-0.36881489607920137,0.23386774363737628
BUY_0007,Auto Parts,2025-01-01,"Boulder, USA",1948,0.23605236398118995,1,0,3,2,0.24880097494432607,0.25629492386039376,0.32456428425547634
BUY_0205,Auto Parts,2023-02-01,"Takayama, Japan",2119,0.35472037350236263,0,1,2,0,-0.09365317621223523,-0.2011797651885825,0.7809152521545261
BUY_0058,Textiles,2022-09-01,"Inverness, UK",2274,0.6952879597272106,0,1,3,3,-0.5682672046810229,-0.25490308247136384,0.2955524986352176
BUY_0381,Electronics,2023-03-01,"Savannah, USA",1367,0.7644176903113775,1,0,1,1,0.5584102294777669,0.024375486655356715,0.046033136141718556
BUY_0279,Electronics,2025-07-01,"Cairns, Australia",2446,0.39198476837434715,1,0,0,2,-0.4230832991637432,-0.0067064194373076536,0.10480398953958903
BUY_0273,Electronics,2022-01-01,"Toowoomba, Australia",2487,0.8792059606977333,1,0,3,0,-0.8078480487232877,-0.42389894416663765,0.17406413740730842
BUY_0165,Electronics,2025-07-01,"Hobart, Australia",3890,0.43985373550011364,0,0,3,1,0.029106182667560043,0.4612792423673864,0.5087402894301419
BUY_0974,Pharma,2023-04-01,"Nantes, France",2118,0.652852816547108,1,0,3,1,0.08602502002869117,-0.30013970272580115,0.3841891520539801
BUY_0265,Auto Parts,2024-09-01,"Dijon, France",1911,0.49037015697244185,1,1,1,3,-0.7830033098591231,-0.22840107641960228,0.8739994255378942
BUY_0940,Textiles,2022-07-01,"Geelong, Australia",1565,0.5671892980573771,1,0,3,1,0.2689601463469604,0.32942540418633204,0.41969492349959714
BUY_0167,Steel,2023-03-01,"Annapolis, USA",2043,0.7813719429135317,1,0,2,1,0.3116978971477482,0.13117420400900692,0.394237736129301
BUY_0935,Steel,2023-07-01,"Boulder, USA",883,0.7139905472939742,0,1,2,0,0.3122740881640398,0.25318770384817413,0.7455679517353511
BUY_0904,Textiles,2024-10-01,"Kassel, Germany",1477,0.7062194790742921,1,1,3,0,0.36399489456146705,-0.1807889641127275,0.08967825665938012
BUY_0042,Chemicals,2024-02-01,"Nagasaki, Japan",1981,0.540782638620686,0,0,2,1,0.4677619465474838,-0.26131111856870237,0.29190961379034364
BUY_0575,Steel,2024-07-01,"Darwin, Australia",3534,0.39710589506139216,1,1,1,0,0.755196746322838,0.01513767346110062,0.8790319718764711
BUY_0607,Auto Parts,2023-08-01,"Halifax, Canada",3532,0.6571133768621898,1,0,1,1,-0.9895749630461501,0.30194627574177535,0.6412149902350247
BUY_0568,Textiles,2024-07-01,"Annapolis, USA",3052,0.3994136376121732,1,0,1,1,0.7767273656025282,-0.3361863364056846,0.5721377471653535
BUY_0616,Textiles,2024-03-01,"Mainz, Germany",1498,0.5745270041734202,0,0,0,2,0.3149427377123071,0.2910857215280299,0.4619192934106374
BUY_0870,Chemicals,2024-10-01,"Nantes, France",3642,0.3890825728410392,1,1,2,2,0.42899230556869905,0.2707726882106072,0.10470515686242154
BUY_0163,Auto Parts,2022-11-01,"Ajman, UAE",1836,0.6197955002918363,0,0,3,0,0.41965414983975213,0.180199123483904,0.9039761718765772
BUY_0741,Electronics,2024-01-01,"Swansea, UK",2344,0.6281564172191887,1,0,1,1,-0.34337545291507254,0.25305760991490944,0.6227611923401886
BUY_0973,Auto Parts,2025-10-01,"Toowoomba, Australia",1719,0.5817788972174932,1,1,2,1,-0.3001429324571847,-0.23651662285709696,0.20808721485011028
BUY_0193,Auto Parts,2025-11-01,"Geelong, Australia",2823,0.6197389440842799,1,1,1,3,0.7935027292261294,0.03375332059378611,0.1539609941044262
BUY_0802,Textiles,2025-03-01,"Cuiaba, Brazil",729,0.6909485883012431,1,0,2,0,-0.0475343729656752,0.16742800600698937,0.9835983288781539
BUY_0372,Chemicals,2022-03-01,"Matsue, Japan",2537,0.4405168138803269,1,1,3,3,-0.4858363562972636,0.00041949583508171795,0.6794473358165979
BUY_0079,Auto Parts,2023-07-01,"Halifax, Canada",2326,0.589287753244102,1,1,1,3,0.19430140896629466,0.19257737939690567,0.14687187583320738
BUY_0210,Chemicals,2024-08-01,"Santos, Brazil",893,0.7359273236022449,1,0,1,3,-0.666052252654892,-0.3943571511297581,0.4591299077754364
BUY_0629,Steel,2024-04-01,"Nagasaki, Japan",409,0.6797696097720933,0,0,2,3,0.1433646521985421,-0.4070883386702967,0.5452534462619704
BUY_0546,Chemicals,2025-09-01,"Rostock, Germany",3801,0.4553254770015597,1,1,1,2,0.8660297462608411,0.45276589715333304,0.16860169123755242
BUY_0108,Chemicals,2023-06-01,"Grenoble, France",3145,0.6103195317509534,1,0,2,0,0.22741296369915354,-0.21503172242268842,0.47501675699341883
BUY_0322,Textiles,2023-10-01,"Geelong, Australia",1635,0.2865675460323939,1,0,3,0,0.8600536757763246,-0.20290903121967918,0.15676943733500226
BUY_0609,Electronics,2025-08-01,"Kingston, Canada",3172,0.6130916203428324,1,1,2,1,0.023030272166449928,0.4373395631247,0.7338301194214559
BUY_0781,Auto Parts,2022-04-01,"Punggol, Singapore",1110,0.522803578784818,1,0,1,1,-0.7919794045437185,0.1698908678584068,0.373617772310308
BUY_0358,Textiles,2024-12-01,"Kanazawa, Japan",3147,0.49064453579601924,1,0,2,2,0.5350133907907282,0.12063695212075953,0.18669429746141208
BUY_0871,Auto Parts,2023-10-01,"Geelong, Australia",876,0.34620581704686376,1,1,0,0,0.11017050094563952,0.163444393638966,0.7167463829100775
BUY_0950,Pharma,2023-01-01,"Fujairah, UAE",2811,0.5777479231788268,1,1,2,2,-0.6125681154408793,0.00940186953097033,0.9346053880772532
BUY_0028,Textiles,2024-09-01,"Nantes, France",1389,0.6704960310497827,1,0,0,3,-0.4173943825896993,0.11683837678424203,0.8786215968075725
BUY_0663,Electronics,2022-11-01,"Nantes, France",2218,0.46601257537224033,1,0,0,1,0.4915026599685539,0.3026304216000337,0.7716407371953017
BUY_0679,Auto Parts,2022-09-01,"Cairns, Australia",445,0.6327170332560834,1,0,0,2,0.7263746967361124,0.21870394950197303,0.06110295648660358
BUY_0454,Textiles,2025-12-01,"Fujairah, UAE",2487,0.7389261790027706,1,0,3,1,-0.8702527243297855,0.02187297276489697,0.8487369925931739
BUY_0166,Textiles,2022-02-01,"Bedok, Singapore",291,0.4533326632980381,0,1,3,0,-0.8250407884981439,0.2501548237949217,0.6431614511633417
BUY_0594,Chemicals,2025-10-01,"Saskatoon, Canada",2382,0.5139728969219357,1,0,2,1,0.07554155558921916,0.3896013951243946,0.07660290835821015
BUY_0746,Pharma,2025-04-01,"Nantes, France",1668,0.5378903350799515,1,1,1,1,-0.20407924710977032,0.24595461790399953,0.5060738984667101
BUY_0577,Auto Parts,2023-08-01,"Toowoomba, Australia",1869,0.6510134117195855,1,0,2,1,-0.4524040171961756,-0.4642890509718569,0.3718009977172879
BUY_0352,Textiles,2022-09-01,"Ras Al Khaimah, UAE",2815,0.8182863961230696,0,0,2,2,-0.9605605355913749,-0.23755193303615985,0.342889329596056
BUY_0261,Electronics,2024-04-01,"Punggol, Singapore",3895,0.629744405057168,1,0,0,2,-0.3521217596785684,0.0739453222006694,0.46808162108509843
BUY_0520,Textiles,2025-02-01,"Kelowna, Canada",1843,0.6555463691588413,0,0,1,2,0.5001681498973243,0.03941819275346703,0.18927350016787547
BUY_0775,Auto Parts,2025-07-01,"Matsue, Japan",3978,0.569206110892291,0,0,0,2,-0.7751905774441024,0.2209984200449039,0.8959091387314908
BUY_0189,Electronics,2024-11-01,"Darwin, Australia",2759,0.67410600288186,1,0,0,1,-0.8745568181972232,0.46368716595665105,0.7339364547332842
BUY_0591,Electronics,2022-02-01,"Woodlands, Singapore",1115,0.4542399568842416,1,1,1,2,0.6206062746669416,-0.028776669096256757,0.7552365311999519
BUY_0215,Steel,2024-03-01,"Kanazawa, Japan",1270,0.7940054831228506,0,0,1,0,0.5026145913043529,0.004960918942167658,0.7310357583283108
BUY_0584,Pharma,2023-09-01,"Mainz, Germany",1063,0.4836876695540159,1,0,2,0,-0.017017395480954933,-0.4211933019545926,0.4281348447110944
BUY_0032,Pharma,2023-05-01,"Santos, Brazil",3896,0.5662341892980246,1,0,2,0,-0.2698986917889383,-0.04076260863590908,0.3795936438224399
BUY_0923,Steel,2024-09-01,"Derry, UK",2838,0.7928614653199596,1,1,3,2,0.24518179588504663,-0.2678214498163949,0.974272240527946
BUY_0949,Auto Parts,2025-06-01,"Santos, Brazil",3441,0.6844259994482406,1,0,3,3,-0.5126779749163102,0.005926254492170435,0.21344933224460927
BUY_0386,Pharma,2022-06-01,"Vitoria, Brazil",3104,0.7676371098368437,0,0,2,2,-0.08636734758736031,0.30811875498532115,0.7385570406335566
BUY_0407,Steel,2025-05-01,"Inverness, UK",538,0.7334330446619441,1,1,3,0,-0.8066205673245139,0.39455800287738285,0.8287442657284769
BUY_0489,Electronics,2024-01-01,"Saskatoon, Canada",2404,0.82027534078281,1,0,3,1,0.8083273679121499,0.45477755242521545,0.46325660439450267
BUY_0924,Chemicals,2024-08-01,"Toowoomba, Australia",1280,0.3616243073233004,1,1,3,1,-0.9284506185719843,0.2186953871475389,0.8286499099626007
BUY_0713,Steel,2023-02-01,"Kelowna, Canada",1411,0.581442424479227,1,0,3,1,-0.8472133664093886,-0.12602974072266737,0.3804444517659612
BUY_0664,Textiles,2023-12-01,"Ras Al Khaimah, UAE",371,0.5948728006754266,0,0,3,3,-0.49306171751421224,0.1614020331187831,0.8430434366717035
BUY_0183,Electronics,2025-03-01,"Kassel, Germany",1431,0.6332656173662078,1,0,1,0,-0.5125657356649476,-0.4453784635109618,0.49410041575843944
BUY_0232,Textiles,2024-10-01,"Cairns, Australia",3961,0.5499448132966431,1,0,0,1,-0.7409467801992953,-0.3197284639816239,0.18263897570179843
BUY_0211,Auto Parts,2024-12-01,"Ras Al Khaimah, UAE",1890,0.5590468173876108,1,1,0,0,0.15115425139684047,0.48176735119796565,0.7876011464616444
BUY_0947,Steel,2025-06-01,"Erfurt, Germany",3437,0.4753040802539573,1,0,2,2,0.8290575272737275,0.09544993146929659,0.8590776944503427
BUY_0696,Chemicals,2024-02-01,"Kelowna, Canada",2427,0.534728668589667,1,1,3,0,-0.27476609682907593,-0.2757901877911568,0.08227189067620644
BUY_0196,Textiles,2024-11-01,"Rostock, Germany",1535,0.6647189936590823,1,0,1,2,0.05444950320079167,-0.4997475455094379,0.6409522198481755
BUY_0538,Textiles,2025-01-01,"Annapolis, USA",1972,0.6977786654273401,0,0,0,2,-0.47013822755518797,-0.05091204283142292,0.9032066679157894
BUY_0654,Chemicals,2024-12-01,"Darwin, Australia",1867,0.4395504560981299,1,1,1,3,0.9867350017641778,0.20755335591931978,0.3298278294248793
BUY_0194,Pharma,2025-10-01,"Kelowna, Canada",3795,0.6857558839554474,1,0,0,3,0.8400016694993098,0.3155869805157686,0.6907228942289688
BUY_0096,Chemicals,2024-04-01,"Vitoria, Brazil",1955,0.5288324256796548,0,1,0,1,-0.660884011259729,-0.4567800627450428,0.14574117587397772
BUY_0483,Electronics,2025-03-01,"Geelong, Australia",1296,0.49566774982621903,1,0,3,1,0.5470383804842063,0.1624984583613046,0.35392767657530366
BUY_0312,Chemicals,2023-08-01,"Kanazawa, Japan",3618,0.7002530951765187,1,0,1,3,-0.3897816195758357,0.11815229025955731,0.6824504201904001
BUY_0542,Pharma,2023-10-01,"Ajman, UAE",3035,0.6052713336931308,1,1,0,1,0.867908263590476,-0.13699855001743855,0.3948409997650211
BUY_0431,Steel,2024-01-01,"Mainz, Germany",730,0.5001300194847345,1,1,0,2,-0.5790755657159932,-0.3528422990362766,0.025036336237443835
BUY_0762,Chemicals,2024-04-01,"Woodlands, Singapore",3377,0.6127094907750207,0,0,2,0,0.7774554571034293,-0.35261673240265146,0.6866598739832943
BUY_0639,Electronics,2022-08-01,"Darwin, Australia",1431,0.8529977030501845,1,0,1,0,-0.9414125899892587,-0.05066394056456591,0.7167247826814506
BUY_0890,Pharma,2025-10-01,"Ras Al Khaimah, UAE",261,0.6453646718664182,1,1,3,3,-0.8967164055544867,0.06563345143750465,0.8310534408973382
BUY_0790,Textiles,2025-05-01,"Kelowna, Canada",1435,0.5403977952122833,1,1,0,3,0.16901207196662837,0.2864448231944233,0.3189257154318894
BUY_0602,Pharma,2024-09-01,"Victoria, Canada",3568,0.6203599563880653,1,1,3,2,0.08974656857147045,0.034002305747499295,0.8424308021504471
BUY_0449,Steel,2024-05-01,"Cairns, Australia",2061,0.6255848074811999,0,0,1,3,0.4307064250004111,-0.12706786752990795,0.26918644017168725
BUY_0033,Electronics,2025-04-01,"Tampines, Singapore",2715,0.32406524282668453,0,0,2,0,0.6044426379426036,0.47394076666678175,0.6386253991024257
BUY_0666,Chemicals,2024-06-01,"Grenoble, France",730,0.5231129844379859,1,0,2,0,-0.08035513818164208,0.016316561661170015,0.5077772860695646
BUY_0599,Steel,2023-01-01,"Bedok, Singapore",3558,0.6289956597158989,0,0,1,1,-0.4693872597591622,0.161821597989107,0.35897042968700865
BUY_0879,Electronics,2023-04-01,"Takayama, Japan",689,0.5428057558793136,1,0,1,0,-0.5992793919930994,-0.27460610568317023,0.09690843467781107
BUY_0031,Auto Parts,2024-06-01,"Kingston, Canada",1719,0.6246753885065258,1,0,0,3,-0.14501225601135959,-0.017524555582167478,0.981808022717827
BUY_0276,Chemicals,2024-02-01,"Nagasaki, Japan",3231,0.6173180198434302,1,0,0,3,-0.07898168018364249,0.14842393177157875,0.27872700672712414
BUY_0728,Pharma,2023-02-01,"Hobart, Australia",1737,0.6359334355865072,0,0,2,3,0.38026269587378425,0.462264078035172,0.1278058427952129
BUY_0837,Electronics,2024-12-01,"Cuiaba, Brazil",1153,0.42975142983583203,1,1,3,2,0.5402233044605709,0.2239678737735169,0.6225784902212987
BUY_0739,Auto Parts,2025-04-01,"Kalba, UAE",2782,0.3644377762741522,1,0,2,3,-0.9653997545180604,-0.14747214873614867,0.04172479285350328
BUY_0331,Auto Parts,2022-02-01,"Halifax, Canada",3288,0.49800956185580747,1,0,3,0,0.040744432881935744,0.16381010525028283,0.60059670357945
BUY_0668,Pharma,2022-02-01,"Mainz, Germany",2059,0.7493422746037866,1,1,1,2,0.7308317635768875,-0.1611181137513258,0.7005069956788803
BUY_0243,Electronics,2022-08-01,"Kingston, Canada",1580,0.5805341663402311,1,0,0,3,0.3717449104628803,0.49864788493422074,0.4751471801568825
BUY_0772,Textiles,2023-03-01,"Bath, UK",2578,0.5597321158204853,1,0,0,2,-0.1368914200937854,0.06326472052062049,0.8742720265915166
BUY_0832,Textiles,2023-01-01,"Joinville, Brazil",1090,0.40435396147103797,1,0,2,1,0.42022178381242625,-0.39680018809416395,0.7687292280120813
BUY_0682,Textiles,2025-04-01,"Ajman, UAE",2995,0.5806643026844422,0,0,0,0,0.8443994476713705,0.0707687965859014,0.8492586264996466
BUY_0233,Steel,2022-11-01,"Dijon, France",3084,0.3691666114382117,1,0,1,0,0.6859448040971263,0.126947855241755,0.11624575268993798
BUY_0946,Textiles,2022-08-01,"Ulm, Germany",2210,0.7484699018891267,1,0,2,3,0.25736866684920967,0.08403865782662179,0.3633833709964964
BUY_0572,Pharma,2023-07-01,"Hobart, Australia",2645,0.5895379098928897,1,0,3,0,-0.2581531497818701,-0.25282303098939385,0.6564703938869427
BUY_0795,Electronics,2025-12-01,"Ajman, UAE",1154,0.6558250143549162,0,0,1,3,-0.6042907006446712,-0.20556922205054562,0.7798425810193168
BUY_0174,Chemicals,2024-11-01,"Bath, UK",3801,0.8469346427714859,1,1,0,3,0.06963632988628832,0.11328639383312977,0.9483637310214803
BUY_0965,Steel,2022-04-01,"Hobart, Australia",3112,0.5902292496406668,1,0,0,3,0.8749343756274888,-0.23028299591746115,0.6788640890855135
BUY_0592,Textiles,2024-06-01,"Fujairah, UAE",2839,0.40946861349195796,1,0,0,1,0.51975740807758,-0.3372508922176194,0.3232467839440071
BUY_0266,Pharma,2023-08-01,"Mainz, Germany",1425,0.5786273127642306,1,0,3,1,-0.1432994323736987,-0.3544604686773537,0.7463061694876093
BUY_0173,Steel,2024-10-01,"Jurong, Singapore",1031,0.7045213486740529,1,1,0,0,0.30788734435985265,-0.1173588449344285,0.8500840213306362
BUY_0329,Steel,2025-11-01,"Rostock, Germany",1610,0.7065447867931551,1,0,2,2,-0.8336126462969855,-0.32467832162140087,0.35983203209255865
BUY_0423,Electronics,2022-05-01,"Natal, Brazil",663,0.5278835157743095,1,0,3,3,-0.33110762624335055,0.11310759595558972,0.6315369097426604
BUY_0001,Auto Parts,2024-09-01,"Matsue, Japan",1322,0.34150453195210956,0,0,0,3,-0.9787851532593612,-0.10971089916066623,0.9666726667052931
BUY_0774,Chemicals,2022-03-01,"Inverness, UK",1865,0.6758715398465489,1,0,3,0,0.8894181016508245,0.30143038220864504,0.22769871342582593
BUY_0894,Chemicals,2023-10-01,"Annapolis, USA",818,0.588373798328057,0,0,2,2,-0.9595012404198158,0.3098815857057108,0.7658659869388081
BUY_0998,Pharma,2023-09-01,"Inverness, UK",702,0.3838615848177229,1,0,1,0,0.7151062541998265,0.4180765622686413,0.35902261669008606
BUY_0878,Pharma,2025-03-01,"Dijon, France",1560,0.7704514193867773,0,1,3,0,-0.39445281528661513,-0.18747772867569357,0.02066185159343159
BUY_0221,Steel,2023-05-01,"Kassel, Germany",3983,0.8283658364634817,1,0,1,1,-0.42229775333673714,0.34866867561870973,0.2653240700646672
BUY_0131,Steel,2024-04-01,"Kelowna, Canada",3284,1.0,1,0,3,1,0.6195074348713276,-0.06733989230928317,0.5149878547278329
BUY_0717,Electronics,2023-11-01,"Victoria, Canada",3386,0.7129272496800406,0,1,3,2,-0.5042488553520985,0.14282368827543168,0.46777626498603475
BUY_0939,Electronics,2024-09-01,"Savannah, USA",1621,0.5951277975087172,1,0,0,1,-0.3206431245415491,-0.41014208199995317,0.870327593704692
BUY_0379,Auto Parts,2024-06-01,"Fujairah, UAE",2830,0.7437587927425671,0,0,1,3,0.3335121226147546,0.40907252636129454,0.8451056409802619
BUY_0620,Pharma,2022-05-01,"Woodlands, Singapore",3800,0.6643201076661389,1,1,1,1,0.05097846041863496,-0.20538170031509662,0.7385498743701094
BUY_0026,Pharma,2024-04-01,"Kalba, UAE",2668,0.7156250941685346,1,0,2,1,-0.7008046877048832,-0.24862599270958619,0.7536218805843591
BUY_0817,Auto Parts,2025-08-01,"Kingston, Canada",1901,0.572445905043511,0,0,2,1,0.8191378866891752,0.14201358467524117,0.10757870271386272
BUY_0009,Electronics,2025-01-01,"Swansea, UK",2076,0.5026280722861639,1,0,2,3,-0.024944859190000335,-0.07976736719853994,0.6816984700828346
BUY_0578,Pharma,2022-10-01,"Saskatoon, Canada",3996,0.5130363662399325,0,0,3,2,0.17867675590109555,-0.1348366443219713,0.6180222786815124
BUY_0502,Textiles,2024-03-01,"Ulm, Germany",3587,0.6441251307002404,1,1,2,1,0.5997826085376341,0.3131512009875106,0.0816316498513383
BUY_0722,Pharma,2025-05-01,"Geelong, Australia",398,0.6285948893446816,1,1,3,3,0.14396537068802528,0.2944412009213938,0.3877831574463789
BUY_0115,Auto Parts,2025-09-01,"Hakodate, Japan",1688,0.48319892230544303,0,1,0,0,-0.6337292568564603,0.04265928213656767,0.14542285909543984
BUY_0116,Pharma,2023-04-01,"Takayama, Japan",2108,0.8779045642279323,1,0,1,2,0.21206690504075687,-0.12757630382499296,0.5911550046227392
BUY_0893,Steel,2024-01-01,"Umm Al Quwain, UAE",2400,0.8245135178985711,1,1,1,3,-0.8250996869944927,0.46940011256618674,0.3064577313504506
BUY_0240,Chemicals,2022-10-01,"Matsue, Japan",2496,0.745906558938326,1,0,0,2,-0.4708179304625417,-0.28486977357532084,0.018730292060419873
BUY_0349,Auto Parts,2025-03-01,"Grenoble, France",2617,0.8126747959330627,1,0,0,2,0.7096683024746722,0.4161510268144013,0.536349627899556
BUY_0475,Auto Parts,2022-02-01,"Reims, France",3280,0.49479335921663165,1,1,3,0,0.7837364087626519,0.35534766868362266,0.715282131327177
BUY_0528,Chemicals,2024-05-01,"Reims, France",2753,0.8197056725611869,0,0,0,0,0.7088459206552364,-0.4923021970452872,0.941289950394277
BUY_0683,Steel,2025-07-01,"Victoria, Canada",3304,0.5597815936473228,1,0,1,0,-0.6965867689922032,0.414188424133511,0.1385474424446943
BUY_0126,Chemicals,2023-01-01,"Nagasaki, Japan",2604,0.5577706935203518,1,1,1,1,-0.0028274252175757297,-0.469131867457539,0.929652877790556
BUY_0864,Chemicals,2025-09-01,"Swansea, UK",1984,0.5779520024752528,0,0,0,3,-0.8328355559992886,0.0255407311257162,0.7846759807288776
BUY_0614,Pharma,2024-06-01,"Victoria, Canada",1259,0.6278575034053446,0,0,3,3,-0.6447603610895956,-0.4005005857433843,0.438737207510412
BUY_0895,Auto Parts,2023-06-01,"Bedok, Singapore",1883,0.28548007787580415,0,0,2,2,0.43857560030456044,0.25115370364557843,0.3057588231556988
BUY_0231,Electronics,2025-10-01,"Nancy, France",858,0.8451827538115447,0,0,3,2,-0.4178422372487074,-0.44721664948430884,0.7078920306979332
